--------args----------
dataset: FERPlus
raf_path: /data/ljj/FER/RAF
ferplus_path: /data/ljj/FER/FERPlus
affectnet_path: /data/ljj/FER/AffectNet/
sfew_path: /data/ljj/FER/SFEW2.0/
resume: None
pretrained: /data/ljj/project/RAN/checkpoint/ijba_res18_naive.pth.tar
beta: 0.7
margin_1: 0.15
margin_2: 0.2
batch_size: 64
optimizer: sgd
scheduler: step
lr: 0.01
momentum: 0.9
workers: 4
gpu: 2
epochs: 500
drop_rate: 0
print_freq: 10
cm_path: ./log/[03-08]-[10-19]-[59]-cm.png
best_cm_path: ./log/[03-08]-[10-19]-[59]-best_cm.png
checkpoint_path: ./checkpoints/[03-08]-[10-19]-[59]-model.pth
best_checkpoint_path: ./checkpoints/[03-08]-[10-19]-[59]-model_best.pth
reweight: True
focal_loss: False
ce_loss: False
record_relabel: False
use_new_target: False
setup_seed: 7777
alpha1: 0.6
alpha2: 0.8
warm_epoch: 95
relabel_epoch: 100
relabel: True
in_turn: False
relabel_every_epoch: 1
step_size: 5
gamma: 0.9
with_align: False
num_classes: 7
transform_type: 1
no_weight: False
noise_file: 
desc: python train_clean.py --setup_seed 7777 --warm_epoch 95 --relabel_epoch 100 --alpha1 0.60 --alpha2 0.80 --margin_2 0.2 --dataset FERPlus --epochs 500 --batch_size 64 --lr 0.01 --gpu 2 --num_classes 7 --transform_type 1 --optimizer sgd --scheduler step --step_size 5
label_log: False
no_two_label_loss: False
get_prob: False
--------args----------
Current learning rate: 0.01
Epoch: [0][  0/449]	Loss 3.6121 (3.6121)	Accuracy 20.312 (20.312)
Epoch: [0][ 10/449]	Loss 2.3399 (2.7141)	Accuracy 26.562 (19.744)
Epoch: [0][ 20/449]	Loss 1.8705 (2.4064)	Accuracy 35.938 (25.372)
Epoch: [0][ 30/449]	Loss 1.6959 (2.2281)	Accuracy 39.062 (28.427)
Epoch: [0][ 40/449]	Loss 1.7020 (2.0799)	Accuracy 37.500 (31.441)
Epoch: [0][ 50/449]	Loss 1.6393 (1.9601)	Accuracy 37.500 (34.130)
Epoch: [0][ 60/449]	Loss 1.4240 (1.8959)	Accuracy 45.312 (35.451)
Epoch: [0][ 70/449]	Loss 1.3125 (1.8241)	Accuracy 50.000 (36.906)
Epoch: [0][ 80/449]	Loss 1.4526 (1.7761)	Accuracy 43.750 (37.905)
Epoch: [0][ 90/449]	Loss 1.3842 (1.7367)	Accuracy 53.125 (38.788)
Epoch: [0][100/449]	Loss 1.1346 (1.7008)	Accuracy 59.375 (39.743)
Epoch: [0][110/449]	Loss 1.4600 (1.6727)	Accuracy 40.625 (40.343)
Epoch: [0][120/449]	Loss 1.1915 (1.6403)	Accuracy 50.000 (41.180)
Epoch: [0][130/449]	Loss 1.0080 (1.6107)	Accuracy 48.438 (42.068)
Epoch: [0][140/449]	Loss 1.3620 (1.5924)	Accuracy 43.750 (42.210)
Epoch: [0][150/449]	Loss 1.3554 (1.5680)	Accuracy 50.000 (42.943)
Epoch: [0][160/449]	Loss 1.3181 (1.5463)	Accuracy 50.000 (43.634)
Epoch: [0][170/449]	Loss 1.4028 (1.5298)	Accuracy 42.188 (44.052)
Epoch: [0][180/449]	Loss 1.4128 (1.5160)	Accuracy 51.562 (44.484)
Epoch: [0][190/449]	Loss 1.0808 (1.5017)	Accuracy 57.812 (45.034)
Epoch: [0][200/449]	Loss 1.4164 (1.4898)	Accuracy 48.438 (45.351)
Epoch: [0][210/449]	Loss 1.1282 (1.4752)	Accuracy 48.438 (45.868)
Epoch: [0][220/449]	Loss 0.9945 (1.4622)	Accuracy 62.500 (46.302)
Epoch: [0][230/449]	Loss 1.1928 (1.4496)	Accuracy 54.688 (46.807)
Epoch: [0][240/449]	Loss 1.3067 (1.4372)	Accuracy 50.000 (47.245)
Epoch: [0][250/449]	Loss 1.1368 (1.4245)	Accuracy 54.688 (47.647)
Epoch: [0][260/449]	Loss 0.9231 (1.4140)	Accuracy 67.188 (48.084)
Epoch: [0][270/449]	Loss 1.1305 (1.4036)	Accuracy 62.500 (48.443)
Epoch: [0][280/449]	Loss 1.3436 (1.3955)	Accuracy 53.125 (48.699)
Epoch: [0][290/449]	Loss 1.1797 (1.3887)	Accuracy 54.688 (48.803)
Epoch: [0][300/449]	Loss 1.0043 (1.3807)	Accuracy 68.750 (49.102)
Epoch: [0][310/449]	Loss 1.0887 (1.3746)	Accuracy 59.375 (49.317)
Epoch: [0][320/449]	Loss 1.1231 (1.3680)	Accuracy 56.250 (49.547)
Epoch: [0][330/449]	Loss 1.2869 (1.3629)	Accuracy 48.438 (49.703)
Epoch: [0][340/449]	Loss 1.2822 (1.3565)	Accuracy 54.688 (49.991)
Epoch: [0][350/449]	Loss 1.0232 (1.3494)	Accuracy 57.812 (50.231)
Epoch: [0][360/449]	Loss 1.1988 (1.3437)	Accuracy 53.125 (50.394)
Epoch: [0][370/449]	Loss 0.8839 (1.3360)	Accuracy 68.750 (50.665)
Epoch: [0][380/449]	Loss 0.9337 (1.3278)	Accuracy 64.062 (50.923)
Epoch: [0][390/449]	Loss 1.0384 (1.3236)	Accuracy 64.062 (51.047)
Epoch: [0][400/449]	Loss 1.0242 (1.3189)	Accuracy 60.938 (51.149)
Epoch: [0][410/449]	Loss 1.3064 (1.3144)	Accuracy 51.562 (51.308)
Epoch: [0][420/449]	Loss 1.0650 (1.3100)	Accuracy 65.625 (51.473)
Epoch: [0][430/449]	Loss 1.4275 (1.3066)	Accuracy 43.750 (51.584)
Epoch: [0][440/449]	Loss 0.9527 (1.3008)	Accuracy 67.188 (51.842)
[Epoch 0] Training accuracy: 0.5199. Loss: 1.296
Test: [ 0/57]	Loss 1.1896 (1.1896)	Accuracy 53.125 (53.125)
Test: [10/57]	Loss 0.8834 (0.9747)	Accuracy 68.750 (64.062)
Test: [20/57]	Loss 1.0746 (0.9767)	Accuracy 60.938 (63.765)
Test: [30/57]	Loss 0.9813 (0.9724)	Accuracy 54.688 (64.012)
Test: [40/57]	Loss 0.8809 (0.9628)	Accuracy 67.188 (64.101)
Test: [50/57]	Loss 0.9962 (0.9655)	Accuracy 59.375 (64.062)
[Epoch 0] Validation accuracy:0.6364. Loss:0.973
Current best accuracy: 63.638896628587354
run time of the epoch: 101.36305236816406 s
Current learning rate: 0.01
Epoch: [1][  0/449]	Loss 1.2403 (1.2403)	Accuracy 54.688 (54.688)
Epoch: [1][ 10/449]	Loss 0.9418 (1.0973)	Accuracy 68.750 (61.364)
Epoch: [1][ 20/449]	Loss 1.0896 (1.0904)	Accuracy 60.938 (60.491)
Epoch: [1][ 30/449]	Loss 1.1290 (1.0761)	Accuracy 57.812 (60.181)
Epoch: [1][ 40/449]	Loss 1.0985 (1.0729)	Accuracy 57.812 (60.366)
Epoch: [1][ 50/449]	Loss 1.2286 (1.0814)	Accuracy 54.688 (60.263)
Epoch: [1][ 60/449]	Loss 0.9278 (1.0679)	Accuracy 73.438 (60.809)
Epoch: [1][ 70/449]	Loss 0.9967 (1.0674)	Accuracy 67.188 (60.739)
Epoch: [1][ 80/449]	Loss 1.1184 (1.0623)	Accuracy 60.938 (60.802)
Epoch: [1][ 90/449]	Loss 0.9668 (1.0696)	Accuracy 64.062 (60.508)
Epoch: [1][100/449]	Loss 1.1142 (1.0701)	Accuracy 56.250 (60.381)
Epoch: [1][110/449]	Loss 0.9175 (1.0701)	Accuracy 70.312 (60.487)
Epoch: [1][120/449]	Loss 0.9602 (1.0678)	Accuracy 67.188 (60.305)
Epoch: [1][130/449]	Loss 1.1670 (1.0672)	Accuracy 56.250 (60.210)
Epoch: [1][140/449]	Loss 1.1362 (1.0690)	Accuracy 59.375 (60.151)
Epoch: [1][150/449]	Loss 1.1319 (1.0672)	Accuracy 53.125 (60.099)
Epoch: [1][160/449]	Loss 1.0488 (1.0635)	Accuracy 59.375 (60.200)
Epoch: [1][170/449]	Loss 1.0684 (1.0628)	Accuracy 54.688 (60.133)
Epoch: [1][180/449]	Loss 0.9858 (1.0605)	Accuracy 54.688 (60.178)
Epoch: [1][190/449]	Loss 0.8777 (1.0563)	Accuracy 68.750 (60.332)
Epoch: [1][200/449]	Loss 1.0310 (1.0580)	Accuracy 59.375 (60.168)
Epoch: [1][210/449]	Loss 1.0707 (1.0564)	Accuracy 54.688 (60.175)
Epoch: [1][220/449]	Loss 0.9282 (1.0559)	Accuracy 67.188 (60.252)
Epoch: [1][230/449]	Loss 1.1487 (1.0561)	Accuracy 46.875 (60.187)
Epoch: [1][240/449]	Loss 1.0602 (1.0526)	Accuracy 64.062 (60.335)
Epoch: [1][250/449]	Loss 1.1991 (1.0537)	Accuracy 56.250 (60.240)
Epoch: [1][260/449]	Loss 0.8920 (1.0547)	Accuracy 67.188 (60.237)
Epoch: [1][270/449]	Loss 1.0523 (1.0539)	Accuracy 56.250 (60.338)
Epoch: [1][280/449]	Loss 0.9848 (1.0501)	Accuracy 62.500 (60.470)
Epoch: [1][290/449]	Loss 1.0320 (1.0500)	Accuracy 53.125 (60.438)
Epoch: [1][300/449]	Loss 0.9271 (1.0505)	Accuracy 65.625 (60.408)
Epoch: [1][310/449]	Loss 0.9298 (1.0510)	Accuracy 57.812 (60.340)
Epoch: [1][320/449]	Loss 0.9826 (1.0485)	Accuracy 62.500 (60.417)
Epoch: [1][330/449]	Loss 0.9942 (1.0482)	Accuracy 64.062 (60.442)
Epoch: [1][340/449]	Loss 0.8800 (1.0477)	Accuracy 67.188 (60.461)
Epoch: [1][350/449]	Loss 1.0595 (1.0470)	Accuracy 59.375 (60.488)
Epoch: [1][360/449]	Loss 0.7187 (1.0453)	Accuracy 73.438 (60.561)
Epoch: [1][370/449]	Loss 1.0949 (1.0441)	Accuracy 62.500 (60.537)
Epoch: [1][380/449]	Loss 0.8710 (1.0440)	Accuracy 70.312 (60.511)
Epoch: [1][390/449]	Loss 1.2027 (1.0431)	Accuracy 50.000 (60.530)
Epoch: [1][400/449]	Loss 1.0137 (1.0427)	Accuracy 59.375 (60.552)
Epoch: [1][410/449]	Loss 1.1891 (1.0429)	Accuracy 59.375 (60.538)
Epoch: [1][420/449]	Loss 1.0316 (1.0422)	Accuracy 64.062 (60.581)
Epoch: [1][430/449]	Loss 1.1329 (1.0431)	Accuracy 56.250 (60.546)
Epoch: [1][440/449]	Loss 0.8093 (1.0442)	Accuracy 67.188 (60.473)
[Epoch 1] Training accuracy: 0.6047. Loss: 1.044
Test: [ 0/57]	Loss 1.2433 (1.2433)	Accuracy 56.250 (56.250)
Test: [10/57]	Loss 0.8381 (0.9712)	Accuracy 67.188 (62.500)
Test: [20/57]	Loss 1.1119 (0.9826)	Accuracy 57.812 (62.649)
Test: [30/57]	Loss 0.9997 (0.9739)	Accuracy 60.938 (63.256)
Test: [40/57]	Loss 0.8920 (0.9669)	Accuracy 62.500 (63.758)
Test: [50/57]	Loss 0.9170 (0.9647)	Accuracy 64.062 (64.001)
[Epoch 1] Validation accuracy:0.6375. Loss:0.973
Current best accuracy: 63.75034828643076
run time of the epoch: 101.06413125991821 s
Current learning rate: 0.01
Epoch: [2][  0/449]	Loss 0.8430 (0.8430)	Accuracy 73.438 (73.438)
Epoch: [2][ 10/449]	Loss 0.8673 (0.8999)	Accuracy 65.625 (65.909)
Epoch: [2][ 20/449]	Loss 1.1351 (0.9337)	Accuracy 60.938 (64.583)
Epoch: [2][ 30/449]	Loss 0.9089 (0.9296)	Accuracy 62.500 (64.869)
Epoch: [2][ 40/449]	Loss 1.2014 (0.9346)	Accuracy 54.688 (64.405)
Epoch: [2][ 50/449]	Loss 0.9302 (0.9292)	Accuracy 68.750 (64.491)
Epoch: [2][ 60/449]	Loss 0.9719 (0.9310)	Accuracy 62.500 (64.421)
Epoch: [2][ 70/449]	Loss 0.9496 (0.9357)	Accuracy 57.812 (64.349)
Epoch: [2][ 80/449]	Loss 0.9297 (0.9403)	Accuracy 57.812 (64.236)
Epoch: [2][ 90/449]	Loss 1.0330 (0.9440)	Accuracy 60.938 (64.045)
Epoch: [2][100/449]	Loss 0.9084 (0.9471)	Accuracy 67.188 (63.923)
Epoch: [2][110/449]	Loss 1.0573 (0.9493)	Accuracy 60.938 (63.978)
Epoch: [2][120/449]	Loss 1.1674 (0.9499)	Accuracy 54.688 (63.998)
Epoch: [2][130/449]	Loss 0.9217 (0.9490)	Accuracy 70.312 (64.182)
Epoch: [2][140/449]	Loss 1.0556 (0.9536)	Accuracy 62.500 (63.907)
Epoch: [2][150/449]	Loss 1.1210 (0.9555)	Accuracy 56.250 (63.690)
Epoch: [2][160/449]	Loss 1.0113 (0.9564)	Accuracy 60.938 (63.771)
Epoch: [2][170/449]	Loss 1.0628 (0.9620)	Accuracy 70.312 (63.560)
Epoch: [2][180/449]	Loss 0.8975 (0.9621)	Accuracy 65.625 (63.536)
Epoch: [2][190/449]	Loss 0.8679 (0.9624)	Accuracy 68.750 (63.547)
Epoch: [2][200/449]	Loss 1.0293 (0.9627)	Accuracy 62.500 (63.604)
Epoch: [2][210/449]	Loss 1.1179 (0.9650)	Accuracy 54.688 (63.485)
Epoch: [2][220/449]	Loss 1.1407 (0.9658)	Accuracy 53.125 (63.391)
Epoch: [2][230/449]	Loss 1.1558 (0.9665)	Accuracy 59.375 (63.393)
Epoch: [2][240/449]	Loss 0.9068 (0.9691)	Accuracy 60.938 (63.239)
Epoch: [2][250/449]	Loss 0.7788 (0.9681)	Accuracy 71.875 (63.309)
Epoch: [2][260/449]	Loss 1.1656 (0.9660)	Accuracy 51.562 (63.362)
Epoch: [2][270/449]	Loss 1.0054 (0.9674)	Accuracy 60.938 (63.261)
Epoch: [2][280/449]	Loss 1.0767 (0.9673)	Accuracy 68.750 (63.329)
Epoch: [2][290/449]	Loss 0.8742 (0.9683)	Accuracy 65.625 (63.343)
Epoch: [2][300/449]	Loss 0.8980 (0.9683)	Accuracy 71.875 (63.341)
Epoch: [2][310/449]	Loss 0.8953 (0.9691)	Accuracy 65.625 (63.359)
Epoch: [2][320/449]	Loss 1.0113 (0.9706)	Accuracy 51.562 (63.269)
Epoch: [2][330/449]	Loss 0.8097 (0.9694)	Accuracy 68.750 (63.298)
Epoch: [2][340/449]	Loss 0.8883 (0.9680)	Accuracy 67.188 (63.348)
Epoch: [2][350/449]	Loss 0.8443 (0.9664)	Accuracy 70.312 (63.475)
Epoch: [2][360/449]	Loss 0.8883 (0.9648)	Accuracy 65.625 (63.586)
Epoch: [2][370/449]	Loss 1.1054 (0.9651)	Accuracy 64.062 (63.561)
Epoch: [2][380/449]	Loss 0.9434 (0.9659)	Accuracy 64.062 (63.538)
Epoch: [2][390/449]	Loss 0.9132 (0.9663)	Accuracy 67.188 (63.519)
Epoch: [2][400/449]	Loss 0.8358 (0.9640)	Accuracy 73.438 (63.591)
Epoch: [2][410/449]	Loss 0.8279 (0.9621)	Accuracy 67.188 (63.682)
Epoch: [2][420/449]	Loss 1.0070 (0.9617)	Accuracy 60.938 (63.684)
Epoch: [2][430/449]	Loss 1.0301 (0.9624)	Accuracy 62.500 (63.656)
Epoch: [2][440/449]	Loss 0.8887 (0.9598)	Accuracy 62.500 (63.765)
[Epoch 2] Training accuracy: 0.6376. Loss: 0.960
Test: [ 0/57]	Loss 1.2475 (1.2475)	Accuracy 54.688 (54.688)
Test: [10/57]	Loss 0.7558 (0.9150)	Accuracy 75.000 (67.756)
Test: [20/57]	Loss 0.9690 (0.9064)	Accuracy 62.500 (67.485)
Test: [30/57]	Loss 0.9685 (0.8907)	Accuracy 60.938 (67.692)
Test: [40/57]	Loss 0.8594 (0.8828)	Accuracy 67.188 (67.569)
Test: [50/57]	Loss 0.8916 (0.8853)	Accuracy 64.062 (67.433)
[Epoch 2] Validation accuracy:0.6718. Loss:0.892
Current best accuracy: 67.17748676511563
run time of the epoch: 100.9006278514862 s
Current learning rate: 0.01
Epoch: [3][  0/449]	Loss 0.8735 (0.8735)	Accuracy 62.500 (62.500)
Epoch: [3][ 10/449]	Loss 1.0136 (0.9375)	Accuracy 60.938 (63.352)
Epoch: [3][ 20/449]	Loss 0.9863 (0.9411)	Accuracy 62.500 (63.765)
Epoch: [3][ 30/449]	Loss 0.9158 (0.9429)	Accuracy 70.312 (63.911)
Epoch: [3][ 40/449]	Loss 0.7837 (0.9346)	Accuracy 71.875 (64.444)
Epoch: [3][ 50/449]	Loss 0.8646 (0.9229)	Accuracy 57.812 (64.553)
Epoch: [3][ 60/449]	Loss 0.6719 (0.9072)	Accuracy 78.125 (65.113)
Epoch: [3][ 70/449]	Loss 0.8303 (0.9101)	Accuracy 67.188 (65.053)
Epoch: [3][ 80/449]	Loss 0.7450 (0.9080)	Accuracy 65.625 (64.988)
